Status,Taker,Name,Notes,Agency,DocType,Id
審核修正…,黃富美,順天建設惠國段辦公大樓新建工程,,臺中市,變更內容對照表,0990284T
審查中,孫技正,汐止創新研發科技中心開發案第二次環境影響差異分析報告,,新北市,差異分析報告,0990283B
審核修正…,周韋儒,大江國際購物中心第二次環境影響差異分析報告書,1.此繳費日期為書件封面當月之1號。2.本案之書件非定稿本，由於係103年補傳之案件，定稿本暫無。,桃園縣,差異分析報告,0990283D
審核修正…,姜智敏,大高雄迪斯奈華城義大廣場開發計畫環境影響差異分析報告(第一次變更),,高雄市,差異分析報告,0990283X
審核修正…,溫育勇,彰化縣彰南產業園區（原「彰化人纖專業工業區開發計畫」）第一次變更環境影響差異分析暨環境現況差異分析及對策檢討報告,,環保署,其他,0990278A
審核修正…,孫技正,華豐汐止開發計畫環境影響說明書變更內容對照表,,新北市,變更內容對照表,0990274B
審核修正…,林芳津,長春石油化學苗栗廠及苗栗二廠整體暨擴建計畫環境影響差異分析報告,,苗栗縣,差異分析報告,0990273F
審核修正…,黃富美,臺中市北屯區崇德段296地號店鋪、辦公室及集合住宅新建工程,,臺中市,差異分析報告,0990273T
審核修正…,張舜華,高雄縣六龜鄉諦願寺設置計畫環境影響差異分析報,,高雄市,差異分析報告,0990273X
有條件通…,周韋儒,桃園市同德段8、9、14、15、16、17及18地號興建工程環境影響說明書(定稿本),由於本案係103年補傳，繳費日期以第一次提案審查之日期表示。,桃園縣,說明書,0990271D
其他,張盈瑄,慈濟綜合醫院台中分院整體開發計畫第二次環境影響差異分析報告變更內容對照表,本書件為初稿本,環保署,變更內容對照表,0990264A
審核修正…,顏佳慧,宏冠淡水開發計畫環境影響說明書(A區)第3次變更內容對照表,,新北市,變更內容對照表,0990264B
審核修正…,林芳津,長春石油化學苗栗廠及苗栗二廠整體暨擴建計畫變更內容對照表,,苗栗縣,變更內容對照表,0990264F
審核修正…, ,大倉實業股份有限公司乙級廢棄物處理場擴場計畫環境影響差異分析報告,,高雄市,差異分析報告,0990263X
有條件通…,周韋儒,變更大園都市計畫(部份農業區)為工業區及河川區環境影響說明書(定稿本),由於本案係103年補傳，第一次提案審查日期已不可考，故繳費日期以審查結論公告日期表示。,桃園縣,說明書,0990261D
有條件通…,黃富美,台中市西屯區惠順段113地號店鋪、辦公室及集合住宅新建工程,定稿本,臺中市,說明書,0990261T
審核修正…,張盈瑄,國立臺南藝術大學環境影響評估報告書第2次變更內容對照表,本書件為修訂2版,環保署,變更內容對照表,0990254A
審核修正…,顏佳慧,淡海新市鎮公司田段193等3筆地號集合住宅新建工程環境影響說明書變更內容對照表,,新北市,變更內容對照表,0990254B
審核修正…, ,上祈企業有限公司甲級廢棄物理機構環影響書變更內容對照表(第四次變更),,高雄市,變更內容對照表,0990254X
有條件通…,周韋儒,遠興化學工業工廠興建環境影響說明書(定稿本),由於本案係103年補傳，繳費日期以審查結論公告之日期表示。,桃園縣,說明書,0990251D
審查中,賴易正,變更竹南頭份都市計畫(部分甲種工業區(工十三)為住宅區及商業區)案,,苗栗縣,說明書,0990251F
有條件通…,黃富美,台中市西屯區惠民段106、108地號集合住宅大樓新建工程,定稿本,臺中市,說明書,0990251T
審核修正…,溫育勇,台灣地區西部走廊東西向快速公路建設計畫台西古坑線環境影響說明書第四次變更-斗南交流道增設東向匝道工程第二次變更環境影響差異分析報告,,環保署,差異分析報告,0990243A
審查中,張秀慧,臺北縣中和市福祥段34地號等18筆土地住商大樓開發案環境影響說明書,,新北市,說明書,0990241B
有條件通…,周韋儒,頤親園殯葬園區環境影響說明書(定稿本),由於本案係103年補傳，繳費日期以第一次提案審查之日期表示。,桃園縣,說明書,0990241D
退件/撤銷,林芳津,苗50線拓寬後續建設工程(山區段)環境影響說明書,,苗栗縣,說明書,0990241F
有條件通…,黃富美,台中市南屯區豐富段179號等8筆地號店鋪及集合住宅新建工程,定稿本,臺中市,說明書,0990241T
其他,石秉鑫,花蓮縣鳳林休閒渡假園區開發計畫環境影響說明書變更內容對照表,自行撤案,環保署,變更內容對照表,0990234A
審查中,張秀慧,統一工商綜合區(購物中心)計劃環境影響差異分析報告,,新北市,差異分析報告,0990233B
審核修正…,林芳津,明德水庫麗景半島假期酒店開發案環境影響差異分析報告(第二次變更),,苗栗縣,差異分析報告,0990233F
有條件通…,周韋儒,聯騰工業機械廠房設置新建工程環境影響說明書(定稿本),由於本案係103年補傳，繳費日期以第一次提案審查之日期表示。,桃園縣,說明書,0990231D
有條件通…,黃富美,中港文心案新建工程,,臺中市,說明書,0990231T
有條件通…, ,「高雄市鼓山區龍中段96等10筆地號辦公室、集合住宅新建工程」環境影響說明書,,高雄市,說明書,0990231X
審核修正…,周韋儒,桃園縣蘆竹鄉第十八公墓公園化工程環境影響說明書地號地第一次變更內容對照表,1.由於本案書件係103年補傳，繳費日期以其書件封面之1號表示。2.本案之定稿本待補。,桃園縣,變更內容對照表,0990224D
審核修正…,黃亭蓉,台北縣樹林垃圾焚化廠環境影響差異分析報告(柴油車排煙檢測站興建計畫),,新北市,差異分析報告,0990223B
有條件通…,林芳津,126線明德水庫特定區7號道路及停車場興建工程計畫環境影響說明書,,苗栗縣,說明書,0990221F
有條件通…,黃富美,親嘉開發惠民段111、113地號新建工程環境影響說明書,,臺中市,說明書,0990221T
有條件通…, ,「高雄市苓雅區林德官段1302地號興建工程」環境影響說明書,,高雄市,說明書,0990221X
審核修正…,孫技正,雍和建設汐止高科技辦公大樓新建工程開發計畫變更內容對照表,,新北市,變更內容對照表,0990214B
審核修正…,周韋儒,台茂南崁家庭娛樂購物中心環境影響說明書第一次變更內容對照表(定稿本),1.此繳費日期為書件封面當月之1號。2.本案之書件非定稿本，由於係103年補傳之案件，定稿本暫無。,桃園縣,變更內容對照表,0990214D
審核修正…,賴易正,台灣農林苗栗三義拐子湖段土地工商綜合區開發案變更內容對照表,,苗栗縣,變更內容對照表,0990214F
審核修正…,吳俊達,克緹信義大樓新建工程環境影響說明書第三次變更內容對照表,,臺北市,變更內容對照表,0990214W
有條件通…,黃富美,聯聚雍和大廈新建工程,,臺中市,說明書,0990211T
有條件通…, ,「中聯資源股份有限公司固化處理單元開發計畫環境影響說明書」,,高雄市,說明書,0990211X
審核修正…,吳俊達,克緹信義大樓新建工程環境影響說明書第二次變更內容對照表,,臺北市,變更內容對照表,0990204W
審核修正…,何文淵,台南科學工業園區二期基地開發暨原台南科學工業園區變更計畫(第七次變更)環境影響差異分析報告,,環保署,差異分析報告,0990203A
審核修正…,周韋儒,揚昇山莊開發計畫環境影響評估報告書審查結論(二)變更暨環境影響差異分析報告(定稿本),本案係為行政院環保署下放至地方列管監督案件。,桃園縣,差異分析報告,0990203D
審查中,張秀慧,美聯開發中和景新街集合住宅新建工程環境影響說明書,,新北市,說明書,0990201B
有條件通…,林芳津,新光樂活苗栗三義鄉拐子湖段住宅社區開發案,,苗栗縣,說明書,0990201F
有條件通…,黃富美,聯聚芳庭大廈新建工程,,臺中市,說明書,0990201T
有條件通…, ,「高雄市鼓山區龍中段55地號店舖、辦公室、集合住宅新建工程環境影響說明書」,,高雄市,說明書,0990201X
其他,賴易正,苗栗縣三灣休閒農場環境影響說明書變更內容對照表,改提環境影響差異分析報告,苗栗縣,變更內容對照表,0990194F
審查中,簡祐靜,迪化污水處理廠提升二級處理工程第三次變更內容對照表,,臺北市,變更內容對照表,0990194W
審核修正…,李建緯,「高雄市前鎮區愛群段2463地號大樓興建工程—變更內容對照表」,,高雄市,變更內容對照表,0990194X
審核修正…,鄭惠文,新桃電廠天然氣複循環機組發電計畫第三次環境影響差異分析報告,,環保署,差異分析報告,0990193A
有條件通…,黃亭蓉,台北縣新莊市副都心段一小段32及33地號開發計畫環境影響說明書,,新北市,說明書,0990191B
有條件通…,黃富美,台中市西屯區國安段12-12、12-14及12-15等3筆地號興建工程,,臺中市,說明書,0990191T
審核修正…, ,「高雄市鼓山區龍中段128-5~128-9、128-11及128-12地號大樓新建工程--變更內容對照表」,,高雄市,變更內容對照表,0990184X
重辦環評,溫育勇,雲林離島式基礎工業區環境影響差異分析(六輕五期進駐),,環保署,差異分析報告,0990183A
有條件通…,黃亭蓉,台北縣新莊市副都心段一小段9地號開發計畫環境影響說明書,,新北市,說明書,0990181B
有條件通…,周韋儒,桃園縣大溪鎮缺子段缺子小段136-6地號工廠興建開發計畫環境影響說明書(定稿本),1.由於本案係103年補傳之資料，繳費日期為審查結論公告日期。,桃園縣,說明書,0990181D
有條件通…,林芳津,苗栗縣福祿壽殯葬園區興建營運計畫(BOO)環境影響計畫書,,苗栗縣,說明書,0990181F
有條件通…,黃富美,寶輝建設惠國段149地號新建工程,,臺中市,說明書,0990181T
審查中,簡祐靜,臺北市中正區城中段三小段78地號大樓新建工程,,臺北市,說明書,0990181W
審核修正…,何文淵,內政部警政署籌建國家級反恐訓練中心案環境影響差異分析報告(定稿本),,環保署,差異分析報告,0990173A
審查中,黃亭蓉,台北縣三峽鎮橫溪段社區開發案第二次環境影響差異分析報告,,新北市,差異分析報告,0990173B
有條件通…,周韋儒,承美機械廠房設置環境影響說明書(定稿本),1.此繳費日期為書件封面當月之1號。2.由於係103年補傳之案件，審查結論公告待補。,桃園縣,說明書,0990171D
有條件通…,林芳津,苗16線部分路段拓寬建設工程環境影說明書,,苗栗縣,說明書,0990171F
有條件通…,黃富美,豐邑建設惠國段184地號新建工程,,臺中市,說明書,0990171T
審查中,簡祐靜,民間參與廣慈博愛園區興建及營運案環境影響說明書,,臺北市,說明書,0990171W
有條件通…, ,「高雄市鼓山區龍中段27地號興建工程環境影響說明書(規模擴增)」,,高雄市,說明書,0990171X
審核修正…,周韋儒,大江紡織中壢廠區工商綜合區開發計畫第二次環境監測計畫變更內容對照表,,桃園縣,變更內容對照表,0990164D
審核修正…,王玲英,臺北市文山區景美段5小段40-2地號等43筆土地店舖、集合住宅大樓新建工程環境影響說明書變更內容對照表,,臺北市,變更內容對照表,0990164W
審核修正…,何文淵,西部濱海快速公路建設計畫環境影響說明書北部路段-觀音至鳳岡段主線工程(大潭交流道~竹1上下匝道)環境影響差異分析報告,,環保署,差異分析報告,0990163A
審核修正…,黃亭蓉,樹林垃圾焚化廠環境影響差異分析報告─加裝廚餘高溫高壓蒸煮設備,,新北市,差異分析報告,0990163B
有條件通…,林芳津,明德水庫環湖橋樑施設工程環境影響說明書,,苗栗縣,說明書,0990161F
有條件通…,黃富美,台中市惠民段117、119地號新建大樓,,臺中市,說明書,0990161T
有條件通…, ,「高雄市苓雅區新田路集合住宅大樓規模擴增環境影響說明書」,,高雄市,說明書,0990161X
審查中,孫技正,台北縣汐止市東勢街集合住宅環境影響調查報告書,,新北市,環境調查報告,0990157B
審核修正…,林芳津,寶源機械股份有限公司工業用地開發第三次變更內容對照表,,苗栗縣,變更內容對照表,0990154F
審核修正…, ,勝偕建設股份有限公司「高雄市鼓山區龍中段59地號興建工程」變更內容對照表,,高雄市,變更內容對照表,0990154X
審核修正…,張瑞芸,新竹科學工業園區龍潭基地（替代方案）開發計畫第三次變更環境影響差異分析報告,,環保署,差異分析報告,0990153A
審核修正…,王玲英,遠雄人壽信義A1辦公大樓新建工程環境影響差異分析報告,,臺北市,差異分析報告,0990153W
有條件通…,黃富美,台中市西區後?子段235-84等2筆地號集合住宅新建工程環評影響說明書 定稿本,定稿本,臺中市,說明書,0990151T
審核修正…,蘇君紋,臺中縣環境保護局后里資源回收廠環境影響說明書變更內容對照表,,臺中縣,變更內容對照表,0990144G
審核修正…,張同婉,台中縣大安鄉、大甲鎮設置風力發電廠興建計畫環境影響差異分析報告,,環保署,差異分析報告,0990143A
審核修正…, ,中鴻鋼鐵股份有限公司「高雄市凹子底地區工十農廿部份地區變更都市範圍整體開發計畫」環境影響差異分析報告,,高雄市,差異分析報告,0990143X
審查中,顏佳慧,台北都會區大眾捷運系統新莊線三重站捷六基地聯合開發案環境影響說明書,,新北市,說明書,0990141B
有條件通…,林芳津,苗栗縣南庄鄉南富農村社區土地重劃環境影響說明書,,苗栗縣,說明書,0990141F
有條件通…,黃富美,台中市南區惠仁段81、82、83、84地號店鋪及集合住宅新建工程,,臺中市,說明書,0990141T
有條件通…,王玲英,捷運新莊線行天宮站捷八用地聯合開發案共構新建工程環境影響說明書,,臺北市,說明書,0990141W
審核修正…,石秉鑫,澎湖縣海水淡化廠新建工程擴建計畫環境影響說明書暨澎湖縣海水淡化廠新建工程第二次變更環境影響差異分析報告變更內容對照表,,環保署,變更內容對照表,0990134A
審核修正…,林芳津,寶源機械股份有限公司工業用地開發與廣源科技工業園區變更內容對照表,,苗栗縣,變更內容對照表,0990134F
審核修正…, ,南星計畫近程及中程計畫環境影響評估書件變更事項對照表,,高雄市,變更內容對照表,0990134X
審核修正…,黃亭蓉,鵬程建設板橋市新板段一小段25、25-1地號商業大樓新建工程第二次環境差異分析報告,,新北市,差異分析報告,0990133B
有條件通…,王宇萱,「促進民間參與桃園縣中壢地區污水下水道系統BOT計畫」中壢污水處理廠興建計畫環境影響說明書(定稿本),,桃園縣,說明書,0990131D
有條件通…,蘇君紋,輔祥實業股份有限公司永豐廠擴建計畫變更,,臺中縣,說明書,0990131G
有條件通…,黃富美,台中市西屯區惠安段245 等5 筆地號集合住宅新建工程,,臺中市,說明書,0990131T
有條件通…,王玲英,中華電信敦南大樓新建工程環境影響說明書,,臺北市,說明書,0990131W
審核修正…,黃建智,桃園縣觀音鄉及新屋鄉設置風力發電廠開發計畫第三次變更內容對照表,,環保署,變更內容對照表,0990124A
審查中,黃亭蓉,勝華建設新板特區開發計畫環境影響說明書第三次變更內容對照表－申請停止環境監測計畫,,新北市,變更內容對照表,0990124B
審核修正…, ,台裕化學製藥廠股份有限公司振興經濟方案工廠毗鄰地變更計畫,對照表定稿本,新竹縣,變更內容對照表,0990124E
審核修正…, ,高雄市苓雅區五塊厝段1708地號大樓興建工程環境影響差異變更內容對照表,,高雄市,變更內容對照表,0990124X
審查中,周韋儒,雙慶化工股份有限公司申請甲級廢棄物處理機構,,桃園縣,說明書,0990121D
有條件通…,蘇君紋,台中縣龍井鄉東海段98地號等土地使用變更編定整體開發案,,臺中縣,說明書,0990121G
有條件通…,黃富美,台中市西屯區惠民段125、126、127 地號集合住宅新建工程,定稿本,臺中市,說明書,0990121T
審查中,周韋儒,巧比事業桃園縣大溪鎮烏塗窟1315-24地號等22筆土地申請興建窯業工廠暨附屬設施,,桃園縣,其他,0990118D
審核修正…,顏佳慧,淡水坪頂社區山坡地整體開發建築計畫─樺福建設社區中心─用地變更內容對照表,定稿本,新北市,變更內容對照表,0990114B
審核修正…,郭殷碩,嘉益工業股份有限公司申請工業區編定計畫環境影響評估報告書變更內容對照表,,臺南縣,變更內容對照表,0990114L
審核修正…, ,中鋼廢棄物資源回收廠興建、第三座鋼液真空處理設備設置、煉鐵及煉鋼產能擴充計畫暨第三座鋼液真空處理設備設置、電磁鋼片產線投資計畫、氧氣工場七號機增建計畫、第四階段擴建計畫環評報告書之環境監測計畫整合環差分析報告,,高雄市,變更內容對照表,0990114X
審核修正…,黃富美,台中市西區乾溝子段155-19等11地號店鋪及集合住宅新建工程,,臺中市,差異分析報告,0990113T
審核修正…,林志芳,中國信託新總行大樓新建工程環境影響差異分析報告,,臺北市,差異分析報告,0990113W
有條件通…,鄭惠文,台東新設成功淨水場環境影響說明書,,環保署,說明書,0990111A
有條件通…,高俊璿,南寮-竹東快速道路延伸至竹東軟橋工程,說明書定稿本,新竹縣,說明書,0990111E
有條件通…,林芳津,苗栗縣永貞路至中港溪橋沿河道路環境影響說明書,,苗栗縣,說明書,0990111F
有條件通…,蘇君紋,新社莊園休閒農場,環說書為初稿,臺中縣,說明書,0990111G
不同意變更,郭殷碩,嘉益工業股份有限公司申請工業區擴大編定計畫環境影響說明書變更內容對照表,,臺南縣,變更內容對照表,0990104L
審核修正…,王美樺,"中華電信股份有限公司行動通信分公司
高雄長三綜合大樓新建計畫",,高雄市,變更內容對照表,0990104X
審核修正…,溫育勇,國立清華大學宜蘭園區環境影響差異分析報告,,環保署,差異分析報告,0990103A
審核修正…,黃亭蓉,臺北縣軍人忠靈祠第二納骨塔興建工程第二次環境影響差異分析報告,,新北市,差異分析報告,0990103B
審核修正…,林芳津,東和鋼鐵苗栗廠第二期開發計畫環境影響差異分析報告,,苗栗縣,差異分析報告,0990103F
審核修正…,黃富美,台中市西屯區惠國段107地號集合住宅新建工程環境影響差異分析報告,,臺中市,差異分析報告,0990103T
審核修正…,林志芳,臺北都會區大眾捷運系統南港線南港機廠交卅三、卅三之一、卅三之二用地聯合開發案環境影響差異分析報告,,臺北市,差異分析報告,0990103W
審查中,林文苑,「興辦工業人申請利用毗連非都市土地擴展計畫」環境影響說明書,,桃園縣,說明書,0990101D
有條件通…,高俊璿,中國化學製藥股份有限公司研發大樓及製造工廠開發計畫,說明書定稿本,新竹縣,說明書,0990101E
有條件通…,蘇君紋,國光生技台中潭子廠區廠房擴建及毗連土地擴展計畫環境影響說明書,,臺中縣,說明書,0990101G
審核修正…,林芳津,東和鋼鐵苗栗廠第二期開發計畫環境影響評估報告書變更內容對照表,,苗栗縣,變更內容對照表,0990094F
審核修正…,郭殷碩,宏昇事業股份有限公司土石方資源堆置場興建計畫變更內容對照表,,臺南縣,變更內容對照表,0990094L
審核修正…,王美樺,南星計畫中程目標計畫環境品質監測計畫變更內容對照表,,高雄市,變更內容對照表,0990094X
審核修正…,張瑞芸,新竹科學工業園區環境影響調查分析及因應對策報告書第2次環境影響差異分析報告,本書件為初稿本,環保署,差異分析報告,0990093A
審查中,顏佳慧,淡水竹圍段乙種工業區變更為第二種商業區案第二次環境影響差異分析報告,,新北市,差異分析報告,0990093B
有條件通…,黃鳳美,新竹縣寶山鄉明湖自辦農村社區土地重劃案,說明書定稿本,新竹縣,說明書,0990091E
有條件通…,蘇君紋,輔德高分子股份有限公司產能增設計畫,,臺中縣,說明書,0990091G
有條件通…,林志芳,富邦人壽信義A10商場暨旅館大樓新建工程,,臺北市,說明書,0990091W
審核修正…,鄭惠文,臺中都會區鐵路高架捷運化計畫環境影響差異分析報告,,環保署,差異分析報告,0990083A
審核修正…,林芳津,九華山大興善寺開發計畫第二次環境影響差異分析報告,,苗栗縣,差異分析報告,0990083F
審核修正…,郭殷碩,臺南縣玉井鄉層林醫院開發計畫環境影響說明書第二次差異分析報告,,臺南縣,差異分析報告,0990083L
審核修正…,黃富美,台中市西屯區惠民段111、113地號新建工程,,臺中市,差異分析報告,0990083T
有條件通…,顏佳慧,臺北縣三重市二重埔段五谷王小段住宅區開發案,,新北市,說明書,0990081B
有條件通…,周韋儒,「促進民間參與桃園縣桃園地區污水下水道系統建設之興建、營運、轉移(BOT)計畫」桃園水資源回收中心興建工程(定稿本),,桃園縣,說明書,0990081D
有條件通…,李世偉,新埔鎮寶鎮段201地號等19筆土地住宅及旅館新建工程,說明書定稿本,新竹縣,說明書,0990081E
有條件通…,蘇君紋,豐興鋼鐵製程改善環境影響說明書,,臺中縣,說明書,0990081G
有條件通…,吳俊達,臺北市立動物園165公頃園區增(整)建計畫環境影響說明書,,臺北市,說明書,0990081W
有條件通…,王美樺,海光企業股份有限公司小港廠煉鋼設備更新計畫,,高雄市,說明書,0990081X
審核修正…,顏佳慧,三重市三重埔段集合住宅開發案環境影響說明書第2次變更內容對照表─申請停止環境監測計畫,定稿本,新北市,變更內容對照表,0990074B
審核修正…,蘇君紋,漢翔航空工業股份有限公司沙鹿北廠區4.13公頃土地開發案環境影響說明書變更內容對照表,,臺中縣,變更內容對照表,0990074G
進入二階…,溫育勇,六輕五期計畫環境影響說明書,,環保署,說明書,0990071A
有條件通…,周韋儒,遠興化學工業工廠興建,,桃園縣,說明書,0990071D
有條件通…,黃鳳美,竹北市台元段廠辦大樓新建工程擴建計畫,說明書定稿本,新竹縣,說明書,0990071E
有條件通…,林芳津,苗128線通霄至銅鑼段道路拓寬改善工程環境影響說明書,,苗栗縣,說明書,0990071F
有條件通…,潘忠政,將軍港漁船加油站增設計畫環境影響說明書,,臺南縣,說明書,0990071L
有條件通…,林志芳,富邦人壽富邦敦南大樓新建工程環境影響說明書,,臺北市,說明書,0990071W
有條件通…, ,高雄市第65 期市地重劃區(土地使用分區變更)開發計畫環境影響說明書,,高雄市,說明書,0990071X
審核修正…,顏佳慧,淡水鎮仁愛段綜合大樓新建工程第三次變更內容對照表,定稿本,新北市,變更內容對照表,0990064B
審核修正…,蘇君紋,輔祥實業股份有限公司永豐廠擴建計畫環境影響說明書變更內容對照表,,臺中縣,變更內容對照表,0990064G
審核修正…,曾文慧,采舍大樓新建工程環境影響說明書,,新竹市,變更內容對照表,0990064S
審核修正…,張同婉,彰化濱海工業區開發計畫-線西西3區部份土地新增工程填地料源環境影響差異分析報告,,環保署,差異分析報告,0990063A
審核修正…,黃富美,台中市西屯區惠國段33、33-1等2筆地號店鋪及集合住宅新建工程環境影響差異分析報告書,,臺中市,差異分析報告,0990063T
審核修正…,林志芳,臺北文化體育園區整體規劃案-文化園區環境影響差異分析報告,,臺北市,差異分析報告,0990063W
審核修正…,王美樺,高雄市中都地區工業區整體開發案第二次環境影響差異分析報告,,高雄市,差異分析報告,0990063X
有條件通…,張曉玲,變更大園都市計畫(部分農業區)為工業區及河川區,,桃園縣,說明書,0990061D
有條件通…,李世偉,新竹縣竹東鎮中員自辦農村社區土地重劃區,說明書定稿本,新竹縣,說明書,0990061E
有條件通…,林芳津,汶水橋延伸至錦卦大橋道路工程環境影說明書,,苗栗縣,說明書,0990061F
有條件通…,潘忠政,馬沙溝漁船加油站增設計畫環境影響說明書,,臺南縣,說明書,0990061L
審核修正…,蘇君紋,台中中港路工商綜合區開發計畫施工期間環境監測計畫變更內容對照表,,臺中縣,變更內容對照表,0990054G
不同意變更,陳義昇,「台灣蘭花生物科技園區第3期土地開發環境影響說明書第1次變更內容對照表」,,臺南縣,變更內容對照表,0990054L
審核修正…,王美樺,覆鼎金垃圾資源回收處理廠計畫環境影響評估報告變更內容對照表,,高雄市,變更內容對照表,0990054X
審核修正…,張同婉,北部區域第二高速公路計畫（新台五路交流道及南港交流道改善工程）環境影響差異分析報告,,環保署,差異分析報告,0990053A
審核修正…,黃亭蓉,山圓建設股份有限公司板橋文化路新建工程第3次環境差異分析報告,,新北市,差異分析報告,0990053B
有條件通…,周韋儒,聯騰工業機械廠房設置新建工程,,桃園縣,說明書,0990051D
有條件通…,李世偉,新竹縣新埔鎮自強自辦農村社區土地重劃區開發計畫(替代方案),說明書定稿本,新竹縣,說明書,0990051E
有條件通…,李正怡,新竹市古峰段256地號等19筆土地建築開發計畫,,新竹市,說明書,0990051S
有條件通…,黃富美,台中市西屯區惠安段245等5筆地號集合住宅新建工程環境影響說明書,定稿本,臺中市,說明書,0990051T
退件/撤銷,林志芳,宏普大直金泰段24-1等7筆地號新建工程環境影響說明書,,臺北市,說明書,0990051W
不同意變更,郭殷碩,臺南縣玉井鄉層林醫院開發計畫環境影響說明書變更內容對照表,,臺南縣,變更內容對照表,0990044L
審核修正…,莊惠如,「東西向快速公路萬里瑞濱線大華交流道周邊道路計畫環境影響說明書」變更內容對照表,,基隆市,變更內容對照表,0990044R
審核修正…,林珊如,高雄市南區資源回收廠環境影響評估報告書變更內容對照表,,高雄市,變更內容對照表,0990044X
其他, ,財團法人長庚紀念醫院復健分院(4500床規模)施工期間取棄土計劃變更環境影響差異分析報告,,環保署,差異分析報告,0990043A
審核修正…,張秀慧,臺北縣石碇鄉小格頭土石方資源堆置場環境影響差異分析報告,,新北市,差異分析報告,0990043B
審核修正…,周韋儒,大江國際購物中心,,桃園縣,差異分析報告,0990043D
審核修正…,林芳津,「小山勇土石方資源堆置場」環境影響差異分析報告,,苗栗縣,差異分析報告,0990043F
審核修正…,曾文慧,新竹生活圈公道五延伸新闢(向東)工程環境影響差異分析報告,,新竹市,差異分析報告,0990043S
有條件通…,李世偉,擬定竹東鎮(工研院附近地區)細部計畫案,說明書定稿本,新竹縣,說明書,0990041E
有條件通…,蘇君紋,台灣省農會休閒綜合農牧場,,臺中縣,說明書,0990041G
進入二階…,唐淑蓉,花蓮縣吉安鄉光中段585地號一般事業廢棄物掩埋場新建工程,進入第二階段環境影響評估,花蓮縣,說明書,0990041P
有條件通…,黃富美,台中市西屯區惠順段116地號店鋪、辦公室及集合住宅新建工程,定稿本,臺中市,說明書,0990041T
退件/撤銷,林志芳,忠泰大直金泰段105-2、105-3地號新建工程環境影響說明書,,臺北市,說明書,0990041W
審查中,何文淵,彰化濱海工業區開發計畫-空氣污染物排放量及電廠相關敘述變更變更內容對照表,99/02/03之會議 本案與『0970901A』此案 為合併召開,環保署,變更內容對照表,0990034A
審核修正…,黃亭蓉,鶯歌橋子頭段新建工程環境影響說明書第2次變更內容對照表─申請停止監測計畫,,新北市,變更內容對照表,0990034B
其他,林芳津,麗景半島假期酒店開發案變更內容對照表,改提送環境影響差異分析報告,苗栗縣,變更內容對照表,0990034F
有條件通…,周韋儒,頤親園殯葬園區,,桃園縣,說明書,0990031D
有條件通…,李世偉,財團法人天恩彌勒佛院文教園區,說明書定稿本,新竹縣,說明書,0990031E
退件/撤銷,蘇君紋,全精英廢棄物處理機構,說明書為初稿,臺中縣,說明書,0990031G
有條件通…,陳右達,信鐵有限公司乙級廢棄物處理廠興建計畫環境影響說明書,書件為100年7月定稿本,彰化縣,說明書,0990031H
有條件通…,郭殷碩,臺南市龍崎工業區樺懋科技股份有限公司擴廠暨?懋環保科技股份有限公司新設開發計畫環境影響說明書,,臺南縣,說明書,0990031L
有條件通…,莊惠如,「基隆市安樂區麥金段524-1地號等12筆土地開發案」環境影響說明書,,基隆市,說明書,0990031R
有條件通…,曾文慧,安東彌勒山宗教園區開發環境影響說明書,,新竹市,說明書,0990031S
有條件通…,黃富美,台中市西屯區惠國段137地號店鋪及集合住宅新建工程,定稿本,臺中市,說明書,0990031T
退件/撤銷,林志芳,臺北市大直金泰段16-4地號新建工程環境影響說明書,,臺北市,說明書,0990031W
審查中,李建緯,「高雄市鼓山區龍中段65地號等四筆土地大樓興建工程」環境影響說明書,(初稿),高雄市,說明書,0990031X
審核修正…,薛富美,宜蘭縣利澤垃圾資源回收(焚化)廠灰渣掩埋場環境影響差異分析報告暨環境現況差異分析及對策檢討報告【初稿】,本件書件為定稿本,宜蘭縣,其他,0990028C
審核修正…,謝宏松,台北三芝新小基隆段山坡地殯葬設施開發案環境現況差異分析及對策檢討報告,,新北市,環境現況差異分…,0990025B
審核修正…,李政欣,德鑫建設竹北市公園段480地號店鋪住宅大樓新建工程,對照表定稿本,新竹縣,變更內容對照表,0990024E
審核修正…,蘇君紋,台中縣烏日垃圾資源回收廠環境影響評估說明書變更內容對照表,,臺中縣,變更內容對照表,0990024G
審核修正…,陳淑梅,彰化縣大村鄉過溝農村社區土地重劃開發計畫第二次變更內容對照表,,彰化縣,變更內容對照表,0990024H
審核修正…,郭殷碩,臺南市永康垃圾資源回收（焚化）廠環境影響說明書變更內容對照表,,臺南市,變更內容對照表,0990024V
審核修正…, ,「中鋼第四階段擴建計畫、加油站計畫」環境影響差異分析報告,,高雄市,差異分析報告,0990023X
有條件通…,何文淵,新竹縣鳳山工業區開發案環境影響說明書,,環保署,說明書,0990021A
有條件通…,周韋儒,桃園市同德段8、9、14、15、16、17及18地號興建工程,,桃園縣,說明書,0990021D
有條件通…,林芳津,苗栗縣通霄鎮月稱光明寺開發計畫環境影響說明書,,苗栗縣,說明書,0990021F
審查中,林彥銘,「雲林一號聯絡道路環境影響說明書」,,雲林縣,說明書,0990021J
退件/撤銷,郭殷碩,九層嶺遊樂區開發計畫環境影響說明書,,臺南縣,說明書,0990021L
有條件通…,莊惠如,「興富發建設基隆市暖暖區源遠段集合住宅新建工程」環境影響說明書,,基隆市,說明書,0990021R
