Status,Taker,Name,Notes,Agency,DocType,Id
退件/撤銷,謝宏松,久福花園養生村新建工程,"經新北市政府工務局,中華民國100年7月28日(北工建字第1000535870號),號函既經駁回乙案.",新北市,說明書,0960301B
審核修正…,何文淵,北部區域第二高速公路(汐止~香山段)營運期間環境監測第二次變更內容對照表,,環保署,變更內容對照表,0960294A
有條件通…,張秀慧,欣路建設淡海新市鎮公司田段193等3筆地號集合住宅新建工程,,新北市,說明書,0960291B
審核修正…,孫維謙,國立台南藝術大學環評報告書申請變更內容對照表,,環保署,變更內容對照表,0960284A
有條件通…,張秀慧,德盛開發股份有限公司淡海新市鎮公司田段192地號住宅新建工程,,新北市,說明書,0960281B
退件/撤銷,張同婉,國立宜蘭大學五結第二校區開發計畫環境影響說明書,本書件為初稿本:97年3月31日函請教育部駁回,環保署,說明書,0960271A
有條件通…,謝宏松,林口特定區工十二工業區第一期(南亞科技晶圓廠及南亞印刷電路板廠)開發變更計畫,(定稿本),新北市,說明書,0960271B
審核修正…,張瑞芸,彰濱工業區設置風力發電機開發計畫環境影響說明書第二次環境影響差異分析報告（風機編號第18、32 號）,,環保署,差異分析報告,0960263A
審核修正…,謝宏松,三重市垃圾轉運站設置工程環境影響差異分析報告,定稿本,新北市,差異分析報告,0960263B
審核修正…,姜樹成,台中市垃圾焚化廠環境影響差異分析報告,定稿本,臺中市,差異分析報告,0960263T
審核修正…,張同婉,臺北港第二期工程（東16號碼頭及A11道路離港匝道新建工程）環境影響差異分析報告,,環保署,差異分析報告,0960253A
審核修正…, ,厚生大陸工程板橋住宅新建工程環境影響差異分析報告,定稿本,新北市,差異分析報告,0960253B
有條件通…,葉穎緻,臺中市西屯區惠國段107地號集合住宅新建工程環境影響說明書,定稿本,臺中市,說明書,0960251T
審核修正…,張秀慧,宏冠淡水開發計畫環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960244B
重辦環評,張同婉,變更雲林離島式基礎工業區環境影響差異分析報告,本書件為初稿本,環保署,差異分析報告,0960243A
審查中,姜樹成,中港文心案新建工程環境影響差異分析報告,,臺中市,差異分析報告,0960243T
審核修正…,何文淵,卑南文化公園環境影響說明書營運期間環境監測計畫第四次變更內容對照表,,環保署,變更內容對照表,0960234A
審核修正…,張秀慧,新莊建國段工商綜合區開發計畫環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960234B
有條件通…,姜樹成,台中市大坑風景區森之湯生活會館開發案,定稿本,臺中市,說明書,0960231T
審核修正…,張瑞芸,國立高雄大學預定地環境影響說明書監測變更內容對照表,本書件為初稿本,環保署,變更內容對照表,0960224A
審核修正…, ,汐止茄苳腳段集合住宅新建工程第二次變更內容對照表,,新北市,變更內容對照表,0960224B
有條件通…,姜樹成,寶急開發惠民段住宅大樓新建工程,定稿本,臺中市,說明書,0960221T
審核修正…,謝宏松,林口鄉後坑土石方資源堆置場環境影響說明書變更內容對照表,定稿本,新北市,變更內容對照表,0960214B
有條件通…,孫維謙,恆春熱帶植物園暨墾丁森林遊樂區整建計畫環境影響說明書,,環保署,說明書,0960211A
有條件通…,姜樹成,順天建設惠國段辦公大樓新建工程,定稿本,臺中市,說明書,0960211T
審核修正…,孫維謙,財團法人臺灣基督教門諾會醫院壽豐分院及老人照顧社區整體開發計畫第二次變更內容對照表,,環保署,變更內容對照表,0960204A
其他, ,汐止興益發拾捌層集合住宅新建工程計畫環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960204B
有條件通…,姜樹成,午陽建設股份有限公司旅館新建工程,定稿本,臺中市,說明書,0960201T
審核修正…,張同婉,敦南科技股份有限公司新竹廠區產能擴增計畫環境影響差異分析報告,,環保署,差異分析報告,0960193A
有條件通…,姜樹成,台中市西屯區惠民段75、79地號土地大樓新建工程,定稿本,臺中市,說明書,0960191T
審核修正…,謝宏松,台北大學社區特定區樹林市大學段二小段90地號住宅商場興建工程環境影響差異分析報告,,新北市,差異分析報告,0960183B
有條件通…,張瑞芸,行政院農業委員會畜產試驗所新竹分所西湖鄉試驗用地新建乳業研究大樓員工職務宿舍及牛舍周邊設施環境影響說明書,,環保署,說明書,0960181A
有條件通…,姜樹成,聯聚方庭大廈新建工程,定稿本,臺中市,說明書,0960181T
審核修正…,張同婉,高雄港港區興建水泥圓庫33、44及45號碼頭環境監測計畫第三次變更內容對照表,,環保署,變更內容對照表,0960174A
審核修正…,謝宏松,遠雄建設台北大學社區特定區高樓住宅新建工程(三峽鎮大學段一小段53地號)環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960174B
有條件通…,姜樹成,惠國段184地號新建工程,定稿本,臺中市,說明書,0960171T
審核修正…,張瑞芸,國立高雄第一科技大學環境影響調查報告書,,環保署,環境調查報告,0960167A
其他,張秀慧,淡水竹圍段乙種工業區變更為第二種商業區環境影響說明書變更內容對照表,重新以第二次環境影響差異分析提出申請,新北市,變更內容對照表,0960164B
審核修正…,黃富美,中港文心案新建工程環境影響差異分析報告,,臺中市,差異分析報告,0960163T
審核修正…,張瑞芸,東西向快速公路台南─關廟線第三優先路段環境影響差異分析報告變更內容對照表,,環保署,變更內容對照表,0960154A
審核修正…, ,鵬程建設板橋市新板段一小段25、25-1地號商業大樓新建工程環境影響說明書變更內容對照表,定稿本,新北市,變更內容對照表,0960154B
審核修正…,吳俊達,台北捷運木柵線木柵站聯合開發案環境影響差異分析報告,,臺北市,差異分析報告,0960153W
有條件通…,姜樹成,台中市西屯區惠國段157第號集合住宅新建工程,定稿本,臺中市,說明書,0960151T
審核修正…,吳俊達,克緹信義大樓新建工程環境影響說明書變更內容對照表,,臺北市,變更內容對照表,0960144W
審核修正…, ,捷運新店線新店機廠聯合開發案第二次環境影響差異分析報告,定稿本,新北市,差異分析報告,0960143B
有條件通…,何文淵,台灣~澎湖161kV電纜線路工程環境影響說明書,,環保署,說明書,0960141A
有條件通…,姜樹成,台中市西屯區惠國段124地號店鋪及集合住宅大樓新建工程,定稿本,臺中市,說明書,0960141T
審查中,簡祐靜,迪化污水處理廠提升二級處理工程變更內容對照表,,臺北市,變更內容對照表,0960134W
不同意變更,謝宏松,林口鄉後坑土石方資源堆置場環境影響差異分析報告,,新北市,差異分析報告,0960133B
進入二階…,張同婉,國光石化科技股份有限公司建廠計畫環境影響說明書,,環保署,說明書,0960131A
有條件通…,姜樹成,台中市西屯區惠民段48、49、51地號店鋪及集合住宅大樓新建工程,定稿本,臺中市,說明書,0960131T
審核修正…,莊惠如,「基隆市調和段住宅社區新建案」環境影響第二次差異分析報告,,基隆市,差異分析報告,0960123R
審核修正…,林志芳,臺北市山豬窟垃圾衛生掩埋場環境影響評估報告書第三次環境影響差異分析報告,,臺北市,差異分析報告,0960123W
退件/撤銷,張同婉,雲林離島式基礎工業區新興工業港佈置規劃環境影響說明書,本案業於100年1月19日環署綜字第1000006285號函駁回。,環保署,說明書,0960121A
有條件通…,張秀慧,東家藍天開發計畫案環境影響說明書,,新北市,說明書,0960121B
有條件通…,姜樹成,台中市西屯區惠民段106、108地號集合住宅大樓新建工程,定稿本,臺中市,說明書,0960121T
審核修正…,張瑞芸,內政部消防署訓練中心興建工程變更內容對照表(局部變更土地使用),,環保署,變更內容對照表,0960114A
審核修正…, ,新店碧潭風景區162地號山坡地住宅社區興建工程環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960114B
審核修正…,莊惠如,「基隆市調和段住宅社區新建案」環境影響第一次差異分析報告,,基隆市,差異分析報告,0960113R
有條件通…,姜樹成,台中市西屯區惠民段4、5、6、8地號集合住宅新建工程,定稿本,臺中市,說明書,0960111T
不應開發…,林志芳,臺北文化體育園區整體規劃案（重新辦理環境影響評估）環境影響說明書,,臺北市,說明書,0960111W
審核修正…, ,臺北縣汐止市新峰段697-1等6筆地號集合住宅新建工程環境影響說明書變更內容對照表,定稿本,新北市,變更內容對照表,0960104B
退件/撤銷,張同婉,彰工火力第一二號機發電計畫環境影響評估報告書初稿,本書件為初稿本,環保署,評估報告書,0960102A
有條件通…,莊惠如,「基隆市安樂區新崙段600地號等16筆住宅社區新建工程」環境影響說明書,,基隆市,說明書,0960101R
有條件通…,姜樹成,台中市西屯區惠國段154地號店鋪及集合住宅新建工程,定稿本,臺中市,說明書,0960101T
不應開發…, ,臺北文化體育園區整體規劃案(重新辦理環境影響評估)環境影響說明書,,臺北市,說明書,0960101W
審核修正…,何文淵,馬偕醫學院校園整體開發建築計畫環境影響評估報告書審查結論變更暨變更內容對照表,,環保署,變更內容對照表,0960094A
審核修正…,張秀慧,淡水鎮仁愛段綜合大樓新建工程環境影響說明書變更內容對照表,,新北市,變更內容對照表,0960094B
審核修正…,林志芳,華新信義大樓新建工程第二次環境影響差異分析報告,,臺北市,差異分析報告,0960093W
有條件通…,莊惠如,「信義區月眉路都市計畫道路改善拓寬」環境影響說明書,,基隆市,說明書,0960091R
有條件通…,姜樹成,台中市西屯段2419、2424-4、2425-1、2519地號店鋪及集合住宅新建工程,定稿本,臺中市,說明書,0960091T
審核修正…,莊惠如,「基隆市安樂區新崙段新碩休閒農場興辦計畫環境影響說明書」變更內容對照表,,基隆市,變更內容對照表,0960084R
有條件通…,呂雅雯,台北市大直美福國際觀光旅館暨辦公大樓新建工程環境影響說明書,,環保署,說明書,0960081A
有條件通…,顏佳慧,林口特定區工十二工業區第一期(南亞科技晶圓廠及南亞印刷電路板廠)開發變更計畫,定稿本,新北市,說明書,0960081B
有條件通…,黃富美,豐邑建設惠國段184地號新建工程,,臺中市,說明書,0960081T
有條件通…,鄧淞駿,阿曼開發萬華區住商大樓新建工程環境影響說明書,,臺北市,說明書,0960081W
重辦環評,張瑞芸,中部科學工業園區雲林基地開發計畫環境影響說明書第二次變更內容對照表,本書件為初稿本,環保署,變更內容對照表,0960074A
審核修正…, ,板信商業銀行總部大樓新建工程環境影響差異分析報告,,新北市,差異分析報告,0960073B
審查中,黃麟晴,信望愛開發案環境影響說明書環境影響差異分析報告,,新竹縣,差異分析報告,0960073E
審核修正…,王玲英,大安機房及線中大樓新建工程環境影響差異分析報告,,臺北市,差異分析報告,0960073W
有條件通…,莊惠如,「環山道路東段新闢工程（含南月隧道）」環境影響說明書,,基隆市,說明書,0960071R
有條件通…,黃富美,聯聚怡和大廈新建工程環境影響說明書,,臺中市,說明書,0960071T
審核修正…,何文淵,萬方立花園別墅社區開發計畫環境影響差異分析報告,,環保署,差異分析報告,0960063A
審核修正…,高俊璿,超敏益工程實業有限公司,差異分析,新竹縣,差異分析報告,0960063E
有條件通…,謝宏松,三峽鎮大學段一小段52地號住商大樓新建工程,定稿本,新北市,說明書,0960061B
有條件通…,莊惠如,「尊弘環保股份有限公司乙級廢棄處理場設置計畫」環境影響說明書,,基隆市,說明書,0960061R
有條件通…,黃富美,台中市西屯區惠民段12、15、15-1、15-2、15-3、15-4、15-5地號集合住宅新建工程,定稿本,臺中市,說明書,0960061T
有條件通…,王玲英,市政府轉運站新建工程變更設計環境影響說明書,,臺北市,說明書,0960061W
審核修正…,周韋儒,老坑社區環境影響評估報告書變更內容對照表(定稿本),1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案通過審查會議紀錄詳見書件目錄C00。,桃園縣,變更內容對照表,0960054D
審查中,林芳津,苗栗縣頭屋鄉區域性一般廢棄物處理場環境影響說明書變更內容對照表,,苗栗縣,變更內容對照表,0960054F
審核修正…,張秀慧,麗源建設淡水海天段商業區綜合大樓新建工程環境影響差異分析報告,,新北市,差異分析報告,0960053B
審核修正…, ,三陽工業股份有限公司新豐廠,差異分析,新竹縣,差異分析報告,0960053E
審核修正…,莊惠如,「基隆市信義區大水窟段89等地號申請設置公墓及殯葬設施案」環境影響差異分析報告,,基隆市,差異分析報告,0960053R
有條件通…,張瑞芸,國家運動選手訓練中心整建計畫環境影響說明書,,環保署,說明書,0960051A
有條件通…,黃富美,台中市西屯區惠國段153地號集合住宅新建工程環境影響說明書,定稿本,臺中市,說明書,0960051T
有條件通…,王玲英,臺北市信義區逸仙段3小段34、34-2、35、36地號等4筆土地基隆路整宅B基地都市更新事業計畫案環境影響說明書,,臺北市,說明書,0960051W
審查中,林芳津,苗栗縣泰安鄉天狗農村社區土地重劃環境影響說明書變更內容對照表,,苗栗縣,變更內容對照表,0960044F
審核修正…,曾文慧,新竹市柑林段新社區及手工業廠房開發案,,新竹市,變更內容對照表,0960044S
其他,薛富美,宜蘭縣私立懷恩生命紀念館,開發面積縮減為1.553825公頃，業經目的事業主管機關審核同意，開發單位已函請  大署惠予公告廢止原審查結論。,宜蘭縣,差異分析報告,0960043C
審核修正…,莊惠如,「基隆代天府住宅社區一期工程」環境影響差異分析報告,,基隆市,差異分析報告,0960043R
不應開發…,何文淵,幸福水泥股份有限公司所領台濟採字第4873號大理石礦白雲石礦採礦權申請核定礦業裝卸設施用地環境影響說明書,,環保署,說明書,0960041A
有條件通…, ,多采開發有限公司汐止旅館新建工程,定稿本,新北市,說明書,0960041B
有條件通…,周韋儒,桃園縣龍潭鄉銅鑼圈段67地號等30筆土地丁種建築用地變更編定為丙種建築用地環境影響說明書(定稿本),1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案歷次審查會議紀錄詳見書件目錄A14。,桃園縣,說明書,0960041D
有條件通…,楊棻蘭,立州油脂有限公司湖口廠擴增產能計畫,說明書定稿本,新竹縣,說明書,0960041E
有條件通…,郭殷碩,臺南縣左鎮鄉佛頂山朝聖寺環境影響說明書,,臺南縣,說明書,0960041L
有條件通…,吳銘彬,芳晨溫泉渡假村開發計畫,,高雄市,說明書,0960041M
有條件通…,黃富美,台中市西屯區惠國段33、33-1地號店鋪及集合住宅新建工程,定稿本,臺中市,說明書,0960041T
審核修正…, ,烏月土石方資源堆置場（提前封場結案）,,新北市,差異分析報告,0960033B
審核修正…,周韋儒,易增甲級廢棄物處理廠設置許可變更第二次環境影響差異分析報告(定稿本),1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案歷次審查會議紀錄詳見書件目錄A10。,桃園縣,差異分析報告,0960033D
審核修正…, ,高雄市前鎮區憲德段二小段26-4 地號集合住宅新建工程環境影響差異分析報告,,高雄市,差異分析報告,0960033X
退件/撤銷,何文淵,台灣區電弧爐煉鋼業廢棄物共同處理體系設立變更環境影響說明書,96年8月3日環署綜字第0960056386號函同意撤案,環保署,說明書,0960031A
有條件通…,薛富美,九十五年度計劃實施宜蘭縣三星鄉大隱農村社區土地重劃環境影響說明書,,宜蘭縣,說明書,0960031C
有條件通…,李世偉,財團法人天恩彌勒佛院興建工程,說明書定稿本,新竹縣,說明書,0960031E
審查中,林芳津,十班坑休閒農場開發案環境影響說明書,,苗栗縣,說明書,0960031F
有條件通…,潘忠政,臺南縣七股鄉十份塭農村社區土地重劃環境影響說明書,,臺南縣,說明書,0960031L
有條件通…,吳銘彬,醉月齋溫泉山莊開發計畫,,高雄市,說明書,0960031M
有條件通…,曾文慧,懷恩老人住宅社區開發案,,新竹市,說明書,0960031S
有條件通…,黃富美,台中市西屯區惠順段17地號店鋪辦公室及集合住宅大樓興建工程環境影響說明書,定稿本,臺中市,說明書,0960031T
有條件通…,吳俊達,國泰置地廣場新建工程變更設計環境影響說明書,,臺北市,說明書,0960031W
審核修正…,莊慧冠,嘉義縣鹿草垃圾資源回收(焚化)廠興建工程環境影響說明書變更內容對照表,,嘉義縣,變更內容對照表,0960024K
審核修正…,周韋儒,中壢大型購物中心-樹籽廣場環境影響差異分析報告(定稿本),1.本案係103年補傳之資料，繳費日期以登記在案之第一次提案審查日期。2.本案歷次審查會議紀錄詳見書件目錄C00。,桃園縣,差異分析報告,0960023D
審查中,林芳津,日南大將軍社區第七期開發案第二次環境影響差異分析報告,,苗栗縣,差異分析報告,0960023F
有條件通…,張同婉,南台灣觀光大飯店環境影響說明書,,環保署,說明書,0960021A
有條件通…, ,曼哈頓金融大樓新建工程,定稿本,新北市,說明書,0960021B
有條件通…,楊棻蘭,豐邑建設竹北市永興段448、449、450-4等地號住宅大樓新建工程,說明書定稿本,新竹縣,說明書,0960021E
有條件通…,陳淑梅,坤益石業花壇鄉橋子頭段土石採取開發案,,彰化縣,說明書,0960021H
有條件通…,郭殷碩,臺南縣龍崎鄉私立崑陵山安樂園環境影響說明書,,臺南縣,說明書,0960021L
有條件通…,吳銘彬,四季Villa渡假山莊開發計畫,,高雄市,說明書,0960021M
有條件通…,譚仲萍,屏東縣春日鄉大漢山休閒農場,,屏東縣,說明書,0960021N
有條件通…,莊惠如,「基隆市安樂區觀音段56地號共80筆土地購物商場開發案」環境影響說明書,,基隆市,說明書,0960021R
有條件通…,曾文慧,采舍大樓新建工程,,新竹市,說明書,0960021S
有條件通…,吳俊達,睦昇建設中正區城中段開發計畫環境影響說明書,,臺北市,說明書,0960021W
有條件通…,林文章,高雄市苓雅區苓東段市府案興建工程環境影響說明書,,高雄市,說明書,0960021X
審查中,王宇萱,老坑社區,,桃園縣,變更內容對照表,0960014D
審核修正…,郭殷碩,"聯錏新彩股份有限公司,信武企業股份有限公司環境影響差異分析報告",,臺南縣,差異分析報告,0960013L
審核修正…,莊惠如,「基隆市政府鼓勵民間機構興建營運一般事業廢棄物（含垃圾焚化灰渣）最終處置場ＢＯＯ設置計畫」環境影響差異分析報告,,基隆市,差異分析報告,0960013R
有條件通…,周復仁,大甲溪發電廠青山分廠復建計畫環境影響說明書,,環保署,說明書,0960011A
有條件通…,謝宏松,臺北縣軍人忠靈祠第二納骨塔興建工程,定稿本,新北市,說明書,0960011B
有條件通…,曾聿穎,長春石油化學苗栗廠及苗栗二廠整體暨擴建計畫環境影響說明書,,苗栗縣,說明書,0960011F
有條件通…,蘇君紋,東海花園公墓申請擴充設立樹葬園區,,臺中縣,說明書,0960011G
有條件通…,陳淑梅,彰化縣大村鄉過溝農村社區土地重劃開發計畫環境影響說明書,,彰化縣,說明書,0960011H
有條件通…,張秀靜,南投縣中台博物館開發案 環境影響說明書,,南投縣,說明書,0960011I
有條件通…,黃朝琴,嘉義縣水上鹿草區域性垃圾(含灰渣)衛生掩埋場後續開發計畫,尚未開發,嘉義縣,說明書,0960011K
有條件通…,吳銘彬,高雄縣茂林鄉多納農村社區土地重劃,,高雄市,說明書,0960011M
審查中,譚仲萍,四重溪溫泉公園民間投資開發計畫,,屏東縣,說明書,0960011N
有條件通…,蔣炳釧,寶華山慈會堂開發計畫,,臺東縣,說明書,0960011O
有條件通…,唐淑蓉,花蓮縣北區區域性垃圾衛生掩埋場工程環境影響說明書(定稿本),定稿本,花蓮縣,說明書,0960011P
有條件通…,曾文慧,擬定新竹市都市計畫（香山丘陵附近地區）新社區環境影響說明書,,新竹市,說明書,0960011S
有條件通…,黃富美,台中市西屯區惠民段134地號店鋪及集合住宅大樓興建工程,定稿本,臺中市,說明書,0960011T
有條件通…,郭殷碩,台南市四草地區多功能解說教育設施整體規劃設計環境影響評估說明書,,臺南市,說明書,0960011V
有條件通…,吳俊達,基泰建設忠孝西路開發計畫環境影響說明書,,臺北市,說明書,0960011W
有條件通…,李建緯,「高雄市新興區新興段一小段140-1、140-4地號興建工程」環境影響說明書,,高雄市,說明書,0960011X
審核修正…,-,森之風知本渡假村環境現況差異分析及對策檢討報告暨環境影響差異分析,因資料缺漏，故繳費日期僅供參考,環保署,其他,0951508A
審核修正…,孫維謙,和平火力發電廠開發計畫環境影響評估報告書變更內容對照表(室內煤倉遭受颱風破壞復建工程),,環保署,變更內容對照表,0951494A
審核修正…, ,六輕四期擴建計畫變更環境影響差異分析報告(台塑石化廢棄物處理專案),,環保署,差異分析報告,0951483A
有條件通…,楊弘興,台南市台南污水下水道系統污水處理廠環境影響說明書,,環保署,說明書,0951471A
審核修正…,林佳瑋,斗六加工出口區開發計畫環境影響差異分析報告,,環保署,差異分析報告,0951463A
審核修正…, ,台灣水泥股份有限公司太白山礦場及信大水泥股份有限公司第二礦場礦區公界及毗臨區域聯合開採計畫環境影響說明書乙案植生復育計畫及植被分布調查報告,,環保署,其他,0951458A
審核修正…,烏曉天,中國石油股份有限公司供油服務中心新建計畫環境影響說明書變更內容對照表,,環保署,變更內容對照表,0951434A
審核修正…,林佳瑋,苗栗縣崎頂花園新城山坡地住宅社區開發環境影響差異分析報,,環保署,變更內容對照表,0951424A
審核修正…,孫維謙,「新竹科學工業園區環境影響調查分析及因應對策報告書變更內容對照表」─變更新竹科學工業園區土地使用面積配置,,環保署,變更內容對照表,0951414A
審核修正…,黃俊哲,輔英技術學院萬丹校區環境影響差異分析暨現況差異分析及對策檢討報告書,,環保署,其他,0951388A
審核修正…,吳美玲,台南科學工業園區二期基地開發暨原台南科學工業園區變更計畫(第五次變更)環境影響差異分析報告,,環保署,差異分析報告,0951373A
審核修正…,孫維謙,友亦油品儲存槽新建工程環境影響差異分析報告,,環保署,差異分析報告,0951363A
審核修正…,方偉達,高鐵新竹車站特定區開發污水處理廠變更（含都市計畫變更）環境影響差異分析報告,,環保署,差異分析報告,0951353A
審核修正…, ,北海休閒大飯店A區、B區開發計畫環境現況差異分析及對策檢討報告暨環境影響差異分析報告,,環保署,其他,0951348A
審核修正…,方偉達,稻江科技暨管理學院新建校區第三次環境影響差異分析報告,,環保署,差異分析報告,0951333A
審核修正…, ,馬偕護理專科學校校區整體開發建築計畫環境影響差異分析報告,,環保署,差異分析報告,0951313A
其他, ,淡江大學蘭陽校園第四次變更環境影響變更內容對照表,,環保署,變更內容對照表,0951184A
審核修正…,張同婉,高速鐵路汐止維修基地開發環境影響第二次差異分析報告(進出道路工程變更),,環保署,差異分析報告,0951173A
審核修正…,孫維謙,寶來石礦及合盛原石礦申請核定礦業用地環境差異分析報告,,環保署,差異分析報告,0951163A
審核修正…,孫維謙,國立清華大學仙宮校區開發環境影響說明書變內容對照表,,環保署,變更內容對照表,0951154A
審核修正…,張瑞芸,南投縣私立普台高級中學整體開發計畫環境影響變更內容對照表,,環保署,變更內容對照表,0951144A
審核修正…,張瑞芸,南投縣私立普台高級中學整體開發計畫環境現況差異分析及對策檢討,,環保署,環境現況差異分…,0951135A
審核修正…,張同婉,墾丁森林遊樂區濱海區之遊憩區第二期開發計畫環境影響差異分析報告,,環保署,差異分析報告,0951123A
審核修正…,烏曉天,農業生物科技園區開發計畫環境影響差異分析報告,,環保署,差異分析報告,0951113A
審核修正…,烏曉天,新竹科學工業園區四期擴建用地竹南基地變更計畫暨其擴建計畫環境影響差異分析報告,,環保署,差異分析報告,0951103A
審核修正…,孫維謙,國立海洋科技博物館籌建計畫環境影響差異分析報告(用地新增與配置變更),,環保署,差異分析報告,0951093A
審核修正…,張瑞芸,財團法人義大醫院開發計畫環境影響差異分析報告,,環保署,差異分析報告,0951083A
審核修正…,張瑞芸,劍湖山世界遊樂區變更興辦事業計畫第二次環境影響差異分析報告,,環保署,差異分析報告,0951073A
審查中,張同婉,松園社區整體開發建築計畫環境影響差異分析報告,本書件為初稿本;確認後提會,環保署,差異分析報告,0951063A
其他,烏曉天,台北市立體育學院天母校區新建工程環境影響說明書差異對照,本書件為初稿本,環保署,變更內容對照表,0951054A
審核修正…,呂雅雯,基隆市七堵區瑪陵土石方資源推置場開發許可第二次變更環境影響差異分析報告,,環保署,差異分析報告,0951033A
審核修正…,呂雅雯,台26線安朔至港口段公路整體改善計畫環境影響評估報告書變更內容對照表(安朔~旭海段第六標南田村路段),,環保署,變更內容對照表,0951024A
審核修正…,呂雅雯,高平磊晶科技股份有限公司新建廠環境影響差異分析報告,,環保署,差異分析報告,0951013A
審核修正…,蔡玲儀,宜蘭縣利澤垃圾資源回收(焚化)廠環境影響差異分析報告,,環保署,差異分析報告,0951003A
審核修正…,呂雅雯,彰濱工業區事業廢棄物資源回收處理廠(變更營運範圍)環境影響差異分析報告,,環保署,差異分析報告,0950993A
審核修正…,張同婉,台灣積體電路製造股份有限公司台南廠區擴廠計畫環境影響說明書第二次變更內容對照表,,環保署,變更內容對照表,0950984A
審核修正…,呂雅雯,旭陽高爾夫球場範圍變更環境影響說明書審查結論變更暨變更內容對照表,,環保署,變更內容對照表,0950974A
審核修正…,張同婉,集集共同引水計畫環境影響差異分析報告,,環保署,差異分析報告,0950963A
審核修正…,呂雅雯,六輕四期擴建計畫變更環境影響差異分析報告,繳費日期僅供參考,環保署,差異分析報告,0950953A
有條件通…,張瑞芸,中龍鋼鐵股份有限公司第二期第二階擴建計畫環境影響說明書,,環保署,說明書,0950941A
其他,孫維謙,金門水頭商港整體開發計畫環境影響說明書環境監測計畫變更內容對照表,96年1月29日環署綜字第0960008102號函同意開發單位撤回本案,環保署,變更內容對照表,0950934A
審核修正…,呂雅雯,東華大學同仁安居住宅開發計畫環境影響說明書第三次變更內容對照表,,環保署,變更內容對照表,0950924A
審核修正…,烏曉天,水美工程企業股份有限公司觀音資源回收廠變更計畫環境影響說明書變更內容對照表,,環保署,變更內容對照表,0950914A
其他,孫維謙,南寶高爾夫球場變更(調整)案環境監測計畫變更內容對照表,本署於96年11月26日同意撤回,環保署,變更內容對照表,0950894A
審核修正…,烏曉天,南部科學工業園區管理局高雄園區土方管理計畫變更內容對照表,,環保署,變更內容對照表,0950874A
審核修正…,烏曉天,北宜高速公路增設石碇服務區環境影響差異分析報告開發計畫變更內容對照表,此書件為定稿本,環保署,變更內容對照表,0950864A
有條件通…,張同婉,大林電廠更新改建計畫環境影響說明書,,環保署,說明書,0950851A
審核修正…,張同婉,彰化濱海工業區開發計畫線西西3區部份土地興建風力發電機組環境影響差異分析報告,,環保署,差異分析報告,0950843A
審核修正…,烏曉天,五結住宅整體開發計畫案變更內容對照表(配置調整)暨環境現況差異分析及對策檢討報告,,環保署,環境現況差異分…,0950835A
重辦環評,烏曉天,三芝北投公路工程環境影響差異分析報告,本案應就申請變更部分重辦環評,環保署,差異分析報告,0950823A
審核修正…,何文淵,慈濟綜合醫院台中分院整體開發計畫第二次環境影響差異分析報告,繳費日期僅供參考,環保署,差異分析報告,0950813A
審核修正…,何文淵,小墾丁牛仔渡假村開發事業計畫第二次變更內容,,環保署,變更內容對照表,0950804A
審核修正…,烏曉天,台鐵高雄-屏東潮州捷運化建設計畫環境影響差異分析報告,,環保署,差異分析報告,0950793A
審核修正…,孫維謙,國立清華大學仙宮校區開發環境影響差異分析報告,,環保署,差異分析報告,0950783A
審核修正…,何文淵,台灣地區西部走廊東西向快速公路建設計畫八里新店線工程段環境影響差異分析報告(中和至秀朗橋段增設上下橋匝道工程),,環保署,差異分析報告,0950773A
審核修正…,張同婉,國立東勢高工新建校區環境影響因應對策變更內容對照表,本書件為初稿本,環保署,變更內容對照表,0950764A
有條件通…,孫維謙,臺中生活圈2號線東段4號線北段及大里聯絡道工程環境影響說明書,,環保署,說明書,0950751A
有條件通…,張同婉,南科液晶電視及產業支援工業區(樹谷園區)開發計畫變更案環境影響說明書,,環保署,說明書,0950741A
審核修正…,孫維謙,國立清華大學仙宮校區開發環境影響說明書新設變電站工程變更內容對照表,,環保署,變更內容對照表,0950734A
其他,張瑞芸,正隆股份有限公司后里分公司台糖租地申請案環境影響說明書變更內容對照表,"因山坡地解編,本署96年3月22日環署綜字第0960021763號函同意免辦理變更",環保署,變更內容對照表,0950724A
審核修正…,張瑞芸,山溪地高爾夫球場會館區位變更環境影響差異分析報告,,環保署,差異分析報告,0950713A
審核修正…,張瑞芸,山溪地高爾夫球場會館區位變更環境影響調查報告書,,環保署,環境調查報告,0950707A
有條件通…,張瑞芸,林口電廠擴建計畫第2、3號機環境影響說明書,,環保署,說明書,0950691A
審核修正…,張瑞芸,彰濱工業區設置風力發電機開發計畫環境影響說明書部分風機區位調整(第二次)變更內容對照表,,環保署,變更內容對照表,0950684A
審核修正…,烏曉天,臺北都會區大眾捷運系統後續發展路網環境影響評估松山線環境影響差異分析報告,,環保署,差異分析報告,0950673A
